id,screen_name,name,created_at,description,location,url,profile_image_url,statuses_count,friends_count,followers_count,verified
1140648348,RepDWStweets,D. Wasserman Schultz,Fri Feb 01 20:31:25 +0000 2013,U.S. Congresswoman proudly representing the people of Florida's 23rd District in our nation's capital.,Weston & Washington,http://t.co/L7PfQxOrER,http://pbs.twimg.com/profile_images/623582125938184192/eQ2jLs4A_normal.jpg,1927,2286,7321,True
1155212191,KeithRothfus,Keith Rothfus,Wed Feb 06 21:51:36 +0000 2013,Thank you for visiting my official Twitter account. I proudly represent and serve Pennsylvania's Twelfth Congressional District.,,http://t.co/tKLzNwuY39,http://pbs.twimg.com/profile_images/3221030680/c328312ca7476a259edd6414e435fedc_normal.jpeg,3423,495,3384,True
1155335864,RepDonaldPayne,Donald Payne Jr.,Wed Feb 06 22:52:35 +0000 2013,"Proudly serving New Jersey's 10th Congressional District; Ranking Member Homeland Security Subcommittee on Emergency Preparedness, Response, and Communications",www.facebook.com/DonaldPayneJr,http://t.co/X7zH0MlBcS,http://pbs.twimg.com/profile_images/675023123326963712/VstlyARN_normal.png,2631,773,3940,True
11651202,SteveDaines,Steve Daines,Sun Dec 30 05:52:03 +0000 2007,Serving the people of Montana in the U.S. Senate.,"Bozeman, MT",https://t.co/6cQwcMCeGt,http://pbs.twimg.com/profile_images/693932262631546880/i03rhU5E_normal.jpg,2757,620,7187,True
117501995,SenatorCantwell,Sen. Maria Cantwell,Thu Feb 25 19:21:52 +0000 2010,U.S. Senator from Washington State | Tweets from Maria are signed –MC | Facebook:https://t.co/qLmMk10nJI,"Washington, D.C.",https://t.co/5P50HzPLoB,http://pbs.twimg.com/profile_images/693192439046103041/I5UrYsCi_normal.jpg,2036,1434,21498,True
117777832,RepTimMurphy,Rep. Tim Murphy,Fri Feb 26 15:45:58 +0000 2010,"U.S. Congressman representing Pennsylvania's 18th District, encompassing the South Hills and portions of Greene, Washington & Westmoreland Counties.",Southwestern Pennsylvania,http://t.co/8IjftvA9zW,http://pbs.twimg.com/profile_images/378800000252739465/67e48a9fc07ce37c132d93cc9e4c6874_normal.jpeg,2928,573,10610,True
1206227149,repmarkpocan,Rep. Mark Pocan,Thu Feb 21 22:59:04 +0000 2013,"Honored to serve the people of Wisconsin's Second District. First Vice Chair, @USProgressives","Madison, WI and Washington, DC",https://t.co/IvGB2NpiqX,http://pbs.twimg.com/profile_images/684765439327662080/A9wYg80k_normal.jpg,2400,5075,7059,True
1209417007,SteveScalise,Rep. Steve Scalise,Fri Feb 22 18:10:47 +0000 2013,Serving as House Majority Whip and representing LA-01. Follow me on Facebook: http://t.co/mIQZ2Jh9Gt and Instagram: http://t.co/5wuWc45xvq,"Jefferson, LA",http://t.co/JrUbzHZc34,http://pbs.twimg.com/profile_images/613379377527549952/pBAI3r41_normal.jpg,4976,2021,14415,True
122174004,repdinatitus,Dina Titus,Thu Mar 11 21:05:31 +0000 2010,Congresswoman proudly representing the First District of Nevada in the U.S. House of Representatives. https://t.co/g6tZzJD45q,"Las Vegas, NV",https://t.co/2roqLuazqO,http://pbs.twimg.com/profile_images/669584452322877442/z7pOtlJI_normal.jpg,5151,1724,8138,True
1222257180,RepCardenas,Rep. Tony Cárdenas,Tue Feb 26 16:12:35 +0000 2013,U.S. Congressman proudly representing California's 29th Congressional District.,"San Fernando Valley, CA",http://t.co/ufY7ZnH47U,http://pbs.twimg.com/profile_images/722416764966072320/lFzxtT0g_normal.jpg,5426,1160,5733,True
124224165,RepFredUpton,Fred Upton,Thu Mar 18 17:34:35 +0000 2010,"Husband, Dad, proud to represent Michigan's 6th District and serve as Chairman of @HouseCommerce. Fighting for #CuresNow, our SW MI economy, & smarter gov't.","St. Joseph, Michigan",http://t.co/l6HwKLO9Gs,http://pbs.twimg.com/profile_images/378800000507840583/0dc990a78881b2a41d0dc1e7e751b839_normal.jpeg,3506,2278,14953,True
1243902714,JuliaBrownley26,Julia Brownley,Tue Mar 05 14:51:28 +0000 2013,U.S. Representative from California's 26th District.,,http://t.co/HMlxAvA8LD,http://pbs.twimg.com/profile_images/588379406168694784/nnPXNlyH_normal.jpg,1088,554,3325,True
1260172386,RepJuanVargas,Rep. Juan Vargas,Mon Mar 11 19:04:01 +0000 2013,"Official Twitter account of Rep. Vargas, representing southern San Diego County, all of Imperial County and California's entire US/Mexico border. #CA51","SD/Imperial Counties, CA",http://t.co/m3QdRCZFO0,http://pbs.twimg.com/profile_images/3367724845/265c22deb92e4da11c43b70cc8ca9bf7_normal.jpeg,883,136,5027,True
1262099252,SenBrianSchatz,Senator Brian Schatz,Tue Mar 12 14:23:20 +0000 2013,"Tweets from the Office of Senator Brian Schatz, representing the great state of Hawaii.",,https://t.co/gtDuP4wUi3,http://pbs.twimg.com/profile_images/671058751974039553/3hkTC1Fz_normal.jpg,809,1408,7103,True
1262814457,RepTimWalz,Tim Walz,Tue Mar 12 20:27:45 +0000 2013,"Teacher, Football Coach, Command Sgt. Major. Proudly representing Minnesota's First Congressional District.",,http://t.co/yeUFIgpI3J,http://pbs.twimg.com/profile_images/620711032504238080/N_adFUPr_normal.jpg,778,766,3697,True
1267940407,SenKaineOffice,Office of Sen. Kaine,Thu Mar 14 20:33:03 +0000 2013,Official twitter account for the office of U.S. Senator Tim Kaine of Virginia,,http://t.co/BIbkjQxPOh,http://pbs.twimg.com/profile_images/3380117631/27a09b5ebee6a11632770bc015389762_normal.jpeg,436,212,3583,True
1289319271,RepChrisSmith,Rep. Chris Smith,Fri Mar 22 18:03:53 +0000 2013,"Proud to represent the 4th Congressional District of New Jersey

https://t.co/dYj7YzIRtq",,http://t.co/a3ZJUqfRSg,http://pbs.twimg.com/profile_images/726149781643354112/ds6Tb5V1_normal.jpg,675,101,4601,True
1305596696,Rep_Hunter,Rep. Duncan Hunter,Tue Mar 26 21:04:26 +0000 2013,Representing California’s 50th District,,http://t.co/8rSbcnjMYw,http://pbs.twimg.com/profile_images/564882935610740738/dfz9IbEK_normal.jpeg,282,244,7320,True
13218102,JohnCornyn,JohnCornyn,Thu Feb 07 19:52:55 +0000 2008,Honored to represent the great state of Texas in the US Senate.,"Austin, Texas",http://t.co/XHRaiuD2kE,http://pbs.twimg.com/profile_images/60719406/cornyntwitter_normal.jpg,19329,10351,73807,True
132201224,RepJimMcDermott,Jim McDermott,Mon Apr 12 15:27:16 +0000 2010,Proudly serving Washington State's 7th Congressional District,,http://t.co/koCY9ld8kF,http://pbs.twimg.com/profile_images/610795762751008768/QHaA0wur_normal.jpg,1840,1297,12958,True
132278386,SenatorBarb,Barbara Mikulski,Mon Apr 12 20:06:38 +0000 2010,U.S. Senator for Maryland,"Baltimore, MD/Washington DC",http://t.co/fzmg1jqrSU,http://pbs.twimg.com/profile_images/378800000022234700/36ab4124ca43bb8a96b1c26c32c55ddf_normal.jpeg,4484,225,43024,True
133832049,RepBecerra,Xavier Becerra,Fri Apr 16 19:04:13 +0000 2010,Chairman of the @HouseDemocrats. Proudly representing California's 34th Congressional District.,"Los Angeles, CA",http://t.co/F2aPVwZMX6,http://pbs.twimg.com/profile_images/725272568366809088/ChUDHq1N_normal.jpg,2496,1887,21386,True
1339931490,RepRobinKelly,Robin Kelly,Tue Apr 09 19:02:01 +0000 2013,"Official Twitter account for Robin Kelly, U.S. Representative for IL's 2nd District and chairwoman of the Congressional Black Caucus Health Braintrust.",,http://t.co/cxo0n8hUlz,http://pbs.twimg.com/profile_images/427921249809862656/bAgQceBN_normal.jpeg,1151,396,4032,True
13491312,RepTimRyan,Congressman Tim Ryan,Thu Feb 14 21:57:32 +0000 2008,"Congressman Tim Ryan, proudly serving Ohio's 13th District in the United States Congress","Warren, OH",http://t.co/AfCE33OzuX,http://pbs.twimg.com/profile_images/649293579437780992/4QH_GYMq_normal.png,3484,2179,26403,True
137407124,RepWestmoreland,Lynn Westmoreland,Mon Apr 26 17:19:38 +0000 2010,U.S. Representative proudly serving Georgia's Third Congressional District.,,http://t.co/E0hBA3IvbQ,http://pbs.twimg.com/profile_images/1212806898/FB_Official_normal.jpg,3804,766,9872,True
137794015,RepTedDeutch,Rep. Ted Deutch,Tue Apr 27 19:51:54 +0000 2010,"Husband, Dad, Vegan, Congressman for Florida's 21st District on Judiciary & Foreign Affairs Committees. Sponsor of #DemocracyforAll Amendment","Boca Raton, FL",http://t.co/iUVOHtXTju,http://pbs.twimg.com/profile_images/727566452224630785/uOPfMppz_normal.jpg,2693,1582,12382,True
137823987,BlumenauerMedia,Blumenauer Media,Tue Apr 27 21:48:06 +0000 2010,Rep. Earl Blumenauer (OR-03) congressional account. Tweets are by staff.,,http://t.co/xtsAE5Cp8T,http://pbs.twimg.com/profile_images/1769543952/Earl_garden_normal.jpg,354,250,2814,True
1382011333,USRepRodney,Rodney Frelinghuysen,Fri Apr 26 14:05:13 +0000 2013,Proudly serving the 11th Congressional District of New Jersey in the U.S. House of Representatives.,,http://t.co/p1LPKyK90o,http://pbs.twimg.com/profile_images/3577127455/eeee361f01100fba1d1a7060dd28deec_normal.jpeg,513,104,2929,True
138770045,RepJohnConyers,John Conyers,Fri Apr 30 14:49:06 +0000 2010,"Official Twitter account for Congressman John Conyers, Jr., Rep. of Michigan's 13th Congressional District. For Jobs, Justice & Peace. | RTs ≠ Endorsements",Detroit/Washington D.C. ,http://t.co/oluJP0z1OD,http://pbs.twimg.com/profile_images/705787724285026305/qI6UHGgi_normal.jpg,1918,765,19926,True
140519774,rosadelauro,Rosa DeLauro,Wed May 05 18:11:32 +0000 2010,"Proud to represent CT's 3rd CD. Italian-American, New Haven native, fierce advocate for a strong middle class & those in need. Tweets from Rosa are signed -Rosa","New Haven, CT",http://t.co/IEn4FrZ95W,http://pbs.twimg.com/profile_images/677211963865358338/ZbwzWm8I_normal.jpg,4692,2600,18045,True
1410590874,PeterWelch,Rep. Peter Welch,Tue May 07 16:10:47 +0000 2013,"Official Twitter Account for Congressman Peter Welch, proudly representing the great state of Vermont in the U.S. House of Representatives.","Vermont and Washington, DC",http://t.co/P7VlnuEP0v,http://pbs.twimg.com/profile_images/593413173455257600/o0GKZGhi_normal.jpg,967,1795,5271,True
14135426,keithellison,Rep. Keith Ellison,Wed Mar 12 21:38:12 +0000 2008,"Member of Congress from Minnesota's Fifth District. Co-Chair, @USProgressives. Host of We The Podcast. Subscribe here: https://t.co/NSnxwreA3H","Minneapolis — Washington, D.C.",https://t.co/UKGSZjmSR6,http://pbs.twimg.com/profile_images/694247505400303617/ppeGeChR_normal.jpg,13639,4910,77595,True
14275291,RosLehtinen,Ileana Ros-Lehtinen,Tue Apr 01 14:59:30 +0000 2008,Blessed to rep beautiful South Florida and the wonderful folks who live here!,"Miami, Florida",https://t.co/4TcYrpc886,http://pbs.twimg.com/profile_images/655059413401780225/J74CM5wG_normal.jpg,20107,1588,78386,True
1444015610,USRepLong,U.S. Rep. Billy Long,Mon May 20 15:02:21 +0000 2013,"Representing Missouri’s 7th District in the United States Congress

Member of the House Energy and Commerce Committee",,http://t.co/C79hr4bTUb,http://pbs.twimg.com/profile_images/542749694137360385/YwkGEO6l_normal.jpeg,4482,3255,4381,True
148006729,RepRobBishop,Rob Bishop,Tue May 25 16:02:26 +0000 2010,,Brigham City or D.C.,http://t.co/I1sp1BC4hV,http://pbs.twimg.com/profile_images/3109160630/33a07d93e3a6d94dfed94c4fbd6501eb_normal.jpeg,0,95,1859,False
148453195,RepBrady,Bob Brady,Wed May 26 18:53:52 +0000 2010,Proudly representing Pennsylvania's 1st District in House of Representatives.  Born & Raised in Philadelphia.  Fighting for Equality and Democracy.,Philly - Delco - DC,http://t.co/UXBZB1hRh5,http://pbs.twimg.com/profile_images/933274859/New_Image_normal.JPG,584,687,7644,False
14845376,GrahamBlog,Lindsey Graham,Tue May 20 13:57:21 +0000 2008,Twitter feed for U.S. Senator Lindsey Graham of South Carolina.,"Washington, DC",http://t.co/x7LZALizg6,http://pbs.twimg.com/profile_images/2167513251/LG_Testifying2_normal.jpg,4243,2151,102048,True
14984637,chelliepingree,Chellie Pingree,Mon Jun 02 20:29:56 +0000 2008,"Farmer, mother, Maine islander, Member of Congress, lover of root vegetables",Maine -- the best place to be!,http://t.co/vYvpiUxqqo,http://pbs.twimg.com/profile_images/83264312/twitterphoto_normal.jpg,1760,439,13463,True
1499993378,RepSanfordSC,Mark Sanford,Tue Jun 11 01:55:44 +0000 2013,Serving the #Lowcountry in #SC01. Find me on Facebook at https://t.co/9HU8VA7ySB,SC-01,http://t.co/nPQcn4g3sC,http://pbs.twimg.com/profile_images/618518508217991168/ZrumuIad_normal.jpg,702,451,2878,True
150078976,ChrisMurphyCT,Chris Murphy,Mon May 31 01:22:43 +0000 2010,"U.S. Senator, Connecticut",,,http://pbs.twimg.com/profile_images/713011547002548224/wHPVRBmh_normal.jpg,10118,140,45726,True
15160884,Randy_Forbes,Randy Forbes,Wed Jun 18 18:32:37 +0000 2008,Representing Virginia's Fourth Congressional District. (Following a group or person does not indicate support or endorsement of their beliefs or opinions.),"Virginia, USA",https://t.co/yZGazqbk3t,http://pbs.twimg.com/profile_images/570972237369339904/Ec9e4bON_normal.jpeg,3292,4903,16472,True
15281676,CandiceMiller,Candice Miller,Mon Jun 30 19:41:17 +0000 2008,Proudly serving Michigan's 10th Congressional District,"Shelby Township, Michigan",http://t.co/esuuzCFSKM,http://pbs.twimg.com/profile_images/555457855927500801/4B_45gkr_normal.jpeg,806,396,10450,True
1531521632,RepBeatty,Joyce Beatty,Wed Jun 19 17:47:09 +0000 2013,"Official Twitter account for Congresswoman Joyce Beatty, representing Ohio's Third Congressional District in the U.S. House of Representatives.",Ohio's Third District,https://t.co/ZrsTijMCcM,http://pbs.twimg.com/profile_images/616610538584281088/cvL14fuQ_normal.jpg,3350,848,5593,True
153486399,RepMarciaFudge,Rep. Marcia L. Fudge,Tue Jun 08 17:54:06 +0000 2010,"I work on behalf of the people of the 11th District to create jobs, promote quality education, improve access to health care and protect civil rights for all.","Cleveland / Akron, OH",http://t.co/JrkK1xS2vV,http://pbs.twimg.com/profile_images/707595247388381184/_iLy1Px8_normal.jpg,3570,3336,16356,True
15356407,RobWittman,Rep. Rob Wittman,Tue Jul 08 18:25:49 +0000 2008,"proud husband, father, and grandfather; humble Rep. of Virginia's First District; chairman of the readiness subcommittee; advocate of sportsman-led conservation","Montross, VA",http://t.co/JcHDjLlep2,http://pbs.twimg.com/profile_images/499275063418302464/Aw8e7K6v_normal.jpeg,4463,7040,17196,True
15361570,jaredpolis,Jared Polis,Wed Jul 09 03:04:04 +0000 2008,"father, entrepreneur,education reform, baseball, tech, politics, gaymer - My day job is representing the most beautiful Congressional district in the country","Boulder, CO",http://t.co/YFBawl0Mhg,http://pbs.twimg.com/profile_images/678007319943208960/fyaerNqd_normal.jpg,4540,3620,34494,True
153944899,RepLloydDoggett,Lloyd Doggett,Wed Jun 09 23:53:50 +0000 2010,Representing communities from San Antonio to Austin.,Texas,http://t.co/ukPGmJS3hB,http://pbs.twimg.com/profile_images/2512072298/x393d17j8ghxhd4aieu2_normal.jpeg,2230,326,11947,True
15394954,boblatta,U.S. Rep. Bob Latta,Fri Jul 11 18:33:24 +0000 2008,Representing #OH5. Deputy Whip. Member of @HouseCommerce Committee. Vice Chairman of the Communications & Technology Subcommittee.,"ÜT: 41.052377,-82.130057",http://t.co/dSKBcpo6FL,http://pbs.twimg.com/profile_images/621369511636135937/Zk5PgsWw_normal.jpg,5406,5925,17576,True
15442036,SenatorBoxer,Sen. Barbara Boxer,Tue Jul 15 16:02:13 +0000 2008,U.S. Senator Barbara Boxer of California.,"Washington, D.C.",http://t.co/So19MhgjTh,http://pbs.twimg.com/profile_images/464147946934517760/EZ8huLG8_normal.png,2089,146,75178,True
155669457,RepDavidEPrice,David E. Price,Mon Jun 14 19:44:06 +0000 2010,"I represent NC's 4th Congressional District, which includes parts of Alamance, Orange, Durham, Wake, Harnett, Chatham & Cumberland counties.",,https://t.co/Ie8fVlfmac,http://pbs.twimg.com/profile_images/990224608/David_Price_normal.jpg,2312,2358,8748,True
15600527,RepShimkus,John Shimkus,Fri Jul 25 17:01:16 +0000 2008,I represent the 15th Congressional District of Illinois and Chair the @HouseCommerce Environment & Economy Subcommittee.,"Illinois, USA",https://t.co/mFzyexaRq4,http://pbs.twimg.com/profile_images/451465105838833664/CB7M3wqZ_normal.jpeg,8376,1067,14693,True
156333623,RepAlGreen,Congressman Al Green,Wed Jun 16 17:20:23 +0000 2010,Proud to represent the Ninth Congressional District of Texas in the United States House of Representatives.,"Houston, TX",http://t.co/oPgLvA0EBr,http://pbs.twimg.com/profile_images/3316330449/984c689254421a8e1dbb6cc32391053f_normal.jpeg,559,214,10312,True
15751083,michaelcburgess,"Michael Burgess, MD",Wed Aug 06 15:25:19 +0000 2008,"Congressman for Texas' 26th District, M.D. (Ob/Gyn) in my former life","Washington, DC/Lake Dallas, TX",http://t.co/qj3aLBJUa9,http://pbs.twimg.com/profile_images/465221794/100_0726_normal.jpg,4165,1510,16156,True
15764644,NancyPelosi,Nancy Pelosi,Thu Aug 07 15:35:02 +0000 2008,"Democratic Leader, focused on strengthening America's middle class and creating jobs; mother, grandmother, dark chocolate connoisseur.",San Francisco,http://t.co/wt2ed3XGGr,http://pbs.twimg.com/profile_images/571313158510223360/wnSl3yXF_normal.jpeg,3915,347,787787,True
158398519,RepSamFarr,Congressman Sam Farr,Tue Jun 22 15:30:19 +0000 2010,Congressman Sam Farr represents California's Central Coast and is the Ranking Member on the House Agriculture Appropriations Subcommittee.,,http://t.co/peic5yFHXJ,http://pbs.twimg.com/profile_images/667102495131365377/yRoYXw9E_normal.jpg,2471,928,11305,True
15856366,LamarSmithTX21,Lamar Smith,Thu Aug 14 21:53:40 +0000 2008,"I represent the 21st District of TX in Congress and Chair the Science, Space, and Technology Committee. Join me: https://t.co/mIljMWAOmi",TX21,http://t.co/1dfigsNXcr,http://pbs.twimg.com/profile_images/422422565/Lamar_Capitol_Headshot_normal.jpg,1871,3670,14761,True
16056306,JeffFlake,Jeff Flake,Sat Aug 30 17:00:58 +0000 2008,Senator from Arizona,"Mesa, AZ",,http://pbs.twimg.com/profile_images/3088681915/62adc90774fc399d3722e3df422994ba_normal.jpeg,1558,208,29267,True
16102244,davereichert,Dave Reichert,Tue Sep 02 20:12:26 +0000 2008,Representative of the Eighth Congressional District in Washington State,"Auburn, Washington",http://t.co/xGxisoccFO,http://pbs.twimg.com/profile_images/75071220/Reichert_013_normal.jpg,2340,3027,10994,True
161411080,gracenapolitano,Rep.Grace Napolitano,Wed Jun 30 19:48:06 +0000 2010,Congresswoman from California's 32nd Congressional District in the US House of Representatives,"El Monte, CA",http://t.co/JXUiD742xC,http://pbs.twimg.com/profile_images/463688165140619266/qoncv3qd_normal.jpeg,1178,364,9697,True
161743731,RepKayGranger,Rep. Kay Granger,Thu Jul 01 17:14:51 +0000 2010,Congresswoman Kay Granger represents the 12th District of Texas. She is the Chairwoman of the Appropriations subcommittee on State-Foreign Operations.,Texas ,http://t.co/oe3M6Ag5hD,http://pbs.twimg.com/profile_images/3640863486/2b8a9b3a4c70a9e4012fde172bc2ee42_normal.jpeg,1333,1130,9814,True
161791703,repbobbyscott,Rep. Bobby Scott,Thu Jul 01 19:57:00 +0000 2010,"Proudly representing Virginia's 3rd Congressional District. Ranking Member, Committee on Education and the Workforce @edworkforcedems.","Newport News, VA",http://t.co/SSZ5Gt8nDN,http://pbs.twimg.com/profile_images/595211873726767104/EdWA2GKH_normal.jpg,2652,2285,12390,True
162069635,RepCohen,Steve Cohen,Fri Jul 02 15:10:21 +0000 2010,Congress TN-9 Memphis. Committees: Judiciary&Transport; Supporter of civil rights/liberties/women&minority issues/animal welfare. Father of TN Educ Lottery: Dem,"Memphis, TN and Washington, DC",http://t.co/uhNtROa3Ll,http://pbs.twimg.com/profile_images/2868005705/2ad4089661866edbab4f8097df4a2b8b_normal.jpeg,4516,477,14092,True
1623308912,RepJasonSmith,Rep. Jason Smith,Fri Jul 26 16:13:03 +0000 2013,Honored to represent the families of Missouri's 8th Congressional District in the United States House of Representatives.,MO-08,http://t.co/dxAOG6A9MK,http://pbs.twimg.com/profile_images/661622139779461120/sdj6vlvm_normal.jpg,1982,991,4229,True
16256269,virginiafoxx,Virginia Foxx,Fri Sep 12 13:30:07 +0000 2008,Congresswoman Virginia Foxx. Conservative representing North Carolina's Fifth District.,"Banner Elk, NC",http://t.co/v3FwVSsRH1,http://pbs.twimg.com/profile_images/729994660/Foxx_Official_Headshot_-_web_normal.JPG,3040,1380,14022,True
163570705,repcleaver,Rep. Emanuel Cleaver,Tue Jul 06 19:14:47 +0000 2010,"This is the official Twitter page of Congressman Emanuel Cleaver, II, representing Missouri's Fifth District.",,http://t.co/3wEzD4GSmf,http://pbs.twimg.com/profile_images/378800000443568709/7475415f02320d718d83f419ec3517d8_normal.jpeg,3500,822,16311,True
164007407,RepEliotEngel,Eliot Engel,Wed Jul 07 20:34:17 +0000 2010,Congressman representing parts of the Bronx and Westchester Counties in New York #NY16,,http://t.co/BVwX9Ov3sA,http://pbs.twimg.com/profile_images/523095197983309825/3TdNyI76_normal.jpeg,1727,666,10070,True
164369297,NydiaVelazquez,Rep. Nydia Velazquez,Thu Jul 08 18:18:20 +0000 2010,Represents New York's 7th Congressional District in the U.S. House of Representatives.  Top Democrat on House Small Business Committee.,NYC and DC,http://t.co/encf2UOJp1,http://pbs.twimg.com/profile_images/649938376506765312/qvRvMm4p_normal.jpg,528,3071,9456,True
16583468,RepMikeHonda,Rep. Mike Honda,Fri Oct 03 20:18:31 +0000 2008,Congressman Mike Honda for 17th District of California and Silicon Valley. Lover of languages and cultures. Native Californian. #CA17 #SV,"Santa Clara, CA",https://t.co/YR4AVQxZ9J,http://pbs.twimg.com/profile_images/727249327337312257/A81XiCon_normal.jpg,2553,1029,20630,True
16789970,SenatorReid,Senator Harry Reid,Wed Oct 15 19:42:08 +0000 2008,"News from the office of Nevada Senator Harry Reid, the U.S. Senate Democratic Leader.(Español: @SenadorReid)","Searchlight, NV",http://t.co/M090l1ACF8,http://pbs.twimg.com/profile_images/628307865065816064/OUQh91yr_normal.jpg,3717,154,325740,True
168502762,RepEBJ,US Rep E.B.Johnson,Mon Jul 19 14:25:48 +0000 2010,"Rep. Eddie Bernice Johnson representing TX-30; Ranking Member of the House Committee on Science, Space and Technology; 1st Registered Nurse in Congress","Dallas, Texas",http://t.co/bIJXUYo21y,http://pbs.twimg.com/profile_images/378800000604954433/1b5698e904aadd41537b91101dd439b9_normal.jpeg,6750,1988,13517,True
168673083,repdavidscott,David Scott,Tue Jul 20 14:10:32 +0000 2010,"Representing Georgia's 13th Congressional District including Cobb, Douglas, Fayette, Fulton, Clayton, and Henry Counties.",Georgia,http://t.co/86ovd85h30,http://pbs.twimg.com/profile_images/573169044091613185/bLPRS9I9_normal.jpeg,2235,1518,9112,True
171598736,SenBobCasey,Senator Bob Casey,Tue Jul 27 18:38:20 +0000 2010,Official twitter profile for the press office of Senator Bob Casey.,,http://t.co/EghtimAhrt,http://pbs.twimg.com/profile_images/708018330922303488/UO-AHixC_normal.jpg,3111,447,30709,True
17494010,SenSchumer,Chuck Schumer,Wed Nov 19 20:10:20 +0000 2008,Official account of Senator Chuck Schumer - New York’s Senator RT≠endorsement,"New York, NY",http://t.co/actuzGi0EG,http://pbs.twimg.com/profile_images/623955176131575808/zWzgRP4C_normal.jpg,7586,26859,135698,True
17513304,RepErikPaulsen,Rep. Erik Paulsen,Thu Nov 20 15:28:22 +0000 2008,Proudly serving the people of Minnesota's Third Congressional District,Minnesota's 3rd Congressional,http://t.co/qu2t0eG5E7,http://pbs.twimg.com/profile_images/3654958355/8290f4061ba285aa8ef4e806bbb64654_normal.jpeg,3661,2174,12910,True
17544524,ToddRokita,Rep. Todd Rokita,Fri Nov 21 20:10:51 +0000 2008,"Todd Rokita, U.S. Representative of the 4th District of Indiana. Chairman of Subcommittee on Early Childhood, Elementary, and Secondary Education.",Indiana,http://t.co/AihDW6GPeY,http://pbs.twimg.com/profile_images/1377867350/Twitter_Profile_Pic_normal.jpg,4887,3406,12090,True
17800215,jasoninthehouse,Jason Chaffetz,Tue Dec 02 04:59:53 +0000 2008,"United States Congressman (UT-3). Chairman, Oversight & Government Reform. Tweets come from me, not my staff.",Utah/Washington D.C.,http://t.co/V5xxDxy4AZ,http://pbs.twimg.com/profile_images/676214019473051648/c7HLqNM-_normal.jpg,6723,19152,111870,True
17896154,farenthold,Blake Farenthold,Fri Dec 05 12:32:52 +0000 2008,Proudly serving Texas' 27th Congressional District. @GOPoversight @HouseJudiciary @Transport,"Corpus Christi, TX",http://t.co/pkXZtbphWU,http://pbs.twimg.com/profile_images/1427565328/CBF_Radio2_normal.jpg,4892,1003,8216,True
17976923,cathymcmorris,CathyMcMorrisRodgers,Mon Dec 08 23:17:15 +0000 2008,"Proudly serving Washington's beautiful 5th District in Congress, Chair of the House Republican Conference. Mom of three.","Spokane, WA & Washington, DC",https://t.co/VmKvrs9Ni1,http://pbs.twimg.com/profile_images/674306272368459776/mL3QTO3S_normal.png,4825,5229,25694,True
18030431,JudgeCarter,JudgeCarter,Wed Dec 10 21:00:58 +0000 2008,"I'm a U.S. Congressman in the 31st District Texas, Chairman of the Homeland Security Appropriations Subcommittee and a former Texas Judge.","Washington, DC Round Rock, TX",http://t.co/ZrV7MhcUeC,http://pbs.twimg.com/profile_images/378800000021210674/a74f4eaa78e4aa40395b1e2c0088a711_normal.jpeg,4820,2999,11467,True
18061669,lisamurkowski,Sen. Lisa Murkowski,Thu Dec 11 21:55:19 +0000 2008,Official Twitter account for U.S. Senator Lisa Murkowski. Follow me for news and updates on what's happening in the Senate and across Alaska.,"Alaska & Washington, D.C.",https://t.co/I9sMLHODtC,http://pbs.twimg.com/profile_images/707285298871463937/l1VRPERi_normal.jpg,3742,487,35161,True
18137749,ChrisVanHollen,Chris Van Hollen,Mon Dec 15 15:00:29 +0000 2008,"Ranking Member, @HouseBudgetDems. Represent Maryland's 8th District. Follows, replies & RTs ≠ endorsement.",Maryland's 8th District,http://t.co/F8xR5b0kZu,http://pbs.twimg.com/profile_images/649240443243237380/0rTa8ySf_normal.jpg,1687,3822,26833,True
18166778,Jim_Jordan,Rep. Jim Jordan,Tue Dec 16 17:20:24 +0000 2008,Proudly serving Ohio's beautiful fourth district.,"Washington, D.C. ",http://t.co/c12aOiA0EU,http://pbs.twimg.com/profile_images/596012379231617025/TtrAXbnA_normal.jpg,1788,5275,26162,True
18277655,RepPeteKing,Rep. Pete King,Sun Dec 21 02:49:32 +0000 2008,Representing New York's 2nd Congressional District,"Seaford, New York",http://t.co/KPR17HxYvl,http://pbs.twimg.com/profile_images/1302288285/newptkheadshot_normal.jpg,2164,99,21136,True
1849261916,RepBlainePress,Blaine Luetkemeyer,Mon Sep 09 19:53:08 +0000 2013,All information released is from Rep. Luetkemeyer to keep you up-to-date with what is happening in D.C. and MO-03.,Missouri's 3rd District,http://t.co/ouzglelLvy,http://pbs.twimg.com/profile_images/378800000438535060/543388ceecdec942e3acc30dbeaa26c7_normal.jpeg,1112,218,2497,False
18566912,RepHensarling,Jeb Hensarling,Fri Jan 02 23:08:57 +0000 2009,"Fighting to control spending & tax increases while advancing the principles of family, free enterprise, and freedom.","Washington, D.C.",http://t.co/N8cPbQA9ZA,http://pbs.twimg.com/profile_images/563370002922098688/cIOuMZIT_normal.jpeg,687,762,14199,True
18632666,JerryMoran,Jerry Moran,Mon Jan 05 14:25:22 +0000 2009,Proud to represent Kansans in the United States Senate,Kansas,http://t.co/CBA3beMHNs,http://pbs.twimg.com/profile_images/646045133742305281/FvcNQ64a_normal.jpg,3431,3040,23064,True
